subscription_id,organization_name,plan_type,plan_name,daily_usage,usage_per_period,total_usage_in_period
sub_205ddaf586378880f54d5a2984b4,People Mobile,Unlimited,Ultra Unlimited,1758.4624981333334,52753.874944,52753.874944
sub_47be139b7c74409fdc129a463e36,People Mobile,Unlimited,Ultra Unlimited,5515.1793152,165455.379456,165455.379456
sub_5d7d995d844aeca718f7cbc0f993,People Mobile,Unlimited,Ultra Unlimited,2991.5454122666665,89746.362368,179492.724736
sub_ebf0990b7d7bed407142a3a4718b,ACME Phone,Unlimited,Unlimited Data Plan,625.7525521534246,19033.306794666667,228399.681536
sub_5c554e4af6133152cd566ed7d752,SmartDevices Inc.,Unlimited,Unlimited Plan,722.3813631666668,21671.440895000003,21671.440895000003
sub_bbe76e6c9915f4f139f11c58665a,People Mobile,Unlimited,Ultra Unlimited,5818.8153514666665,174564.460544,174564.460544
sub_99c3f8af0f049953d826ad76a734,ACME Phone,Unlimited,Unlimited Data Plan,904.4612186734176,27481.706259692306,357262.181376
sub_bf65d729c2df4092017eaea0ee0a,ACME Phone,Unlimited,Unlimited Data Plan,733.3103114172185,22145.9714048,110729.857024
sub_a2bd3b6ebf4470724419cfacf356,People Mobile,Unlimited,Ultra Unlimited,1057.0337621333333,31711.012864,31711.012864
sub_5fcca627b50c240370969c11e85b,People Mobile,Unlimited,Ultra Unlimited,2431.6769280000003,72950.30784000001,72950.30784000001
sub_579bd056f12b74c44a3c7d963696,People Mobile,Unlimited,Ultra Unlimited,7907.135283199999,237214.05849599998,237214.05849599998
sub_716843746cec624582e642f3fc7b,ACME Phone,Unlimited,Unlimited Data Plan,855.6984605164558,26000.068608000005,338000.8919040001
sub_524665e146cc8cfd39ebec9bb13a,ACME Phone,Unlimited,Unlimited Data Plan,656.8639341714286,11495.118848,22990.237696
sub_f96b27e1b015ba1e8c345e8e7437,People Mobile,Unlimited,Ultra Unlimited,1140.468155733333,34214.044671999996,34214.044671999996
sub_145fcd7f790241950554e2838d86,People Mobile,Unlimited,Ultra Unlimited,3204.2679637333335,96128.038912,96128.038912
sub_81bf1b2179125be33fdbbe3ef5be,People Mobile,Unlimited,Ultra Unlimited,1084.7116970666668,32541.350912,32541.350912
sub_22e7a74efc1df07416e3aef0a7d8,People Mobile,Unlimited,Ultra Unlimited,4500.749960533333,135022.498816,135022.498816
sub_112ba9dfdf3edcb8f087f0768834,People Mobile,Unlimited,Ultra Unlimited,2925.5648597333334,87766.945792,87766.945792
sub_0d935359b2517fd5d1fbf21cf474,People Mobile,Unlimited,Ultra Unlimited,1149.1559424,34474.678272,34474.678272
sub_5f447ac5d0478dafb93e8e4abc57,People Mobile,Unlimited,Ultra Unlimited,2684.1129984,80523.389952,80523.389952
sub_c5337a9329b97ffdbd034e677bd3,People Mobile,Unlimited,Ultra Unlimited,1600.5984597333334,48017.953792,48017.953792
sub_eb4e23065d6842d5128885df62af,People Mobile,Unlimited,Ultra Unlimited,1975.2991061333335,59258.973184,59258.973184
sub_4d8f5052a106972300049d39fb86,People Mobile,Unlimited,Ultra Unlimited,868.7182506666667,26061.54752,26061.54752
sub_e2c6bc17ba972a2e15d7758a87cf,People Mobile,Unlimited,Ultra Unlimited,1363.8883328000002,40916.649984,40916.649984
sub_8057c65044173e33e4fbf9f7fe52,People Mobile,Unlimited,Ultra Unlimited,2756.4777813333335,82694.33344,82694.33344
sub_d66baeb74d5358e931c0faaf47d4,People Mobile,Unlimited,Ultra Unlimited,656.3279872,19689.839616,19689.839616
sub_ff27b0d9df41417c152906f2109e,People Mobile,Unlimited,Ultra Unlimited,611.2732842666667,18338.198528,18338.198528
sub_b9c80b5544dd7c155777c395a78c,People Mobile,Unlimited,Ultra Unlimited,1543.4786816,46304.360448,46304.360448
sub_6add13038a5a4c71afae707d6e5d,People Mobile,Unlimited,Ultra Unlimited,3349.710848,100491.32544,100491.32544
sub_3c38c53b90b2444f2f51be47e496,People Mobile,Unlimited,Ultra Unlimited,1444.4363093333334,43333.08928,43333.08928
sub_25f3c485ef18c35e6b646cfad9e0,People Mobile,Unlimited,Ultra Unlimited,3204.594834285714,44864.327679999995,44864.327679999995
sub_32118e52fc911506590b57a3539f,People Mobile,Unlimited,Ultra Unlimited,2537.657924266666,76129.737728,76129.737728
sub_8b05e5d8eb132dec8c33ac126b1d,People Mobile,No Allowance,No Allowances Plan,3523.805952,14095.223808,14095.223808
sub_f8abed88f7e04b00f7ddaea0e0f3,People Mobile,Unlimited,Ultra Unlimited,2235.3970858666667,67061.912576,67061.912576
sub_c63fbb2be56409fe50afaa59cb50,People Mobile,Unlimited,Ultra Unlimited,890.9705898666667,26729.117696,26729.117696
sub_060fb9202159ba2f0022a04a7cd2,People Mobile,Unlimited,Ultra Unlimited,887.4059093333334,26622.177280000004,26622.177280000004
sub_9b64f8886ebf5e5e3b6602022904,People Mobile,Unlimited,Ultra Unlimited,1244.1573034666665,37324.719103999996,37324.719103999996
sub_9bf9d6bdd47ae6ed709ba5bd860e,People Mobile,No Allowance,No Allowances Plan,1064.1858559999998,2128.3717119999997,2128.3717119999997
sub_0bd49389f3937c00725827a7ebfd,People Mobile,Unlimited,Ultra Unlimited,1356.9753429333332,40709.260288,40709.260288
sub_3f44233b597cea87e387ad921f30,SmartDevices Inc.,Unlimited,Unlimited Plan,720.0193407999999,21600.580223999998,21600.580223999998
sub_3c491c32b4d7c7bd131f57ab7de8,ACME Phone,1GB,Easy Plan,1805.804557562914,54535.29763840001,272676.488192
sub_acc31fc16e9abb8197d6293ddb70,ACME Phone,Unlimited,Unlimited Data Plan,678.8668936393442,20705.440255999998,82821.76102399999
sub_9e101cef26f6376583102a9d5849,ACME Phone,Unlimited,Unlimited Data Plan,641.0010986936708,19476.571844923074,253195.43398399997
sub_b81007f8184bba3fabf35d5d5365,ACME Phone,Unlimited,Unlimited Data Plan,795.6539469772152,24175.63915815385,314283.309056
sub_13db4fd4055d0aef05f3b6ca1bc6,ACME Phone,Unlimited,Unlimited Data Plan,738.679608195122,20190.575957333334,60571.727872
sub_3c0e26cd7b1f783d4d6b12a7aee1,People Mobile,Unlimited,Ultra Unlimited,2160.668020363636,23767.348223999998,23767.348223999998
sub_3a5ebd0b75f72a5465f268d509a2,ACME Phone,Unlimited,Unlimited Data Plan,641.4735172454212,19458.03002311111,175122.270208
sub_d7a0474a9c6e0d6d82e6da73e49a,ACME Phone,Unlimited,Unlimited Data Plan,1295.0456487868853,39498.892288,236993.35372800002
sub_972ebcf92864da087f8edb8b7295,ACME Phone,Unlimited,Unlimited Data Plan,697.883253124183,21355.2275456,106776.137728
sub_fdeb9c03774f6055dcc16c989eb9,People Mobile,Unlimited,Ultra Unlimited,973.1393194666666,29194.179583999998,29194.179583999998
sub_cf273385f7970261656bba13daf7,SmartDevices Inc.,Unlimited,Unlimited Plan,698.4515506000001,20953.546518000003,41907.093036000006
sub_4ebfb01ab102d3a585c6dd8d201f,People Mobile,Unlimited,Ultra Unlimited,2674.673493333333,80240.20479999999,80240.20479999999
sub_1a07d37a108675b03724b4669cfa,ACME Phone,Unlimited,Unlimited Data Plan,783.7908680911391,23815.184068923074,309597.39289599995
sub_b8eebd9efb524a788395afbdc43b,ACME Phone,Unlimited,Unlimited Data Plan,784.1352522105263,23837.7116672,238377.116672
sub_12dd98569e0ae1f9d16f3a12c86f,People Mobile,Unlimited,Ultra Unlimited,6026.505966933333,180795.179008,180795.179008
sub_9b68c968ac3ed1127a7f8b42c00f,ACME Phone,Unlimited,Unlimited Data Plan,1067.9273913725492,32678.578176000003,163392.89088000002
sub_8f1201f6ac0701469763a819336d,People Mobile,Unlimited,Ultra Unlimited,1334.3766186666664,40031.298559999996,80062.59711999999
sub_39bbdcca19dbef2d158631524e0d,People Mobile,Unlimited,Ultra Unlimited,809.9492181333334,24298.476544,24298.476544
sub_f5bb6763817505a4c6975fae9f78,People Mobile,Unlimited,Ultra Unlimited,680.1709738666667,20405.129216,20405.129216
sub_6bec033db1e5bfbb8a594f5a4491,People Mobile,Unlimited,Ultra Unlimited,2502.5852416,75077.557248,75077.557248
sub_8d67356c1fb28ae95e1da5e4e3dc,People Mobile,Unlimited,Ultra Unlimited,1048.677888,23070.913536,23070.913536
sub_4edf8541fb5e25e40af512184cb0,ACME Phone,Unlimited,Unlimited Data Plan,678.0521085901639,20680.589312,41361.178624
sub_968e131a266b1060b50622eecc2e,People Mobile,Unlimited,Ultra Unlimited,6453.614660266667,193608.439808,193608.439808
sub_5df47100f561deaea9d837ad6aa4,People Mobile,Unlimited,Ultra Unlimited,1490.0330496,44700.991488,44700.991488
sub_1a6cfa0669fbad161d5643e8bd7a,People Mobile,Unlimited,Ultra Unlimited,609.05472,3654.32832,3654.32832
sub_6e7953fb6fe82daff7371fdecb2e,ACME Phone,Unlimited,Unlimited Data Plan,1306.934882364532,37901.11158857143,265307.78112
sub_82e64231445c8ed6257e25d7947c,People Mobile,Unlimited,Ultra Unlimited,840.4056405333334,25212.169216000002,25212.169216000002
sub_a1dfb3a2ad8cd0f6cd961529b271,People Mobile,Unlimited,Ultra Unlimited,3348.080810666667,100442.42432,100442.42432
sub_c78c7b14ae1679181ca08db2cb7d,People Mobile,Unlimited,Ultra Unlimited,3180.6250666666665,95418.752,95418.752
sub_cc58e53e2a930defc331daec19fa,ACME Phone,Unlimited,Unlimited Data Plan,816.9559672808989,24236.36036266667,72709.081088
sub_ba02996daed90c5fbe434dad4ef4,People Mobile,Unlimited,Ultra Unlimited,1157.9374592,34738.123776,34738.123776
sub_e46d2b9e581548e172aa668381f6,People Mobile,Unlimited,Ultra Unlimited,5114.085137066666,153422.55411199998,153422.55411199998
sub_d6a762ff6b0eead254eea4e57d53,People Mobile,Unlimited,Ultra Unlimited,1222.6308437333332,36678.925312,36678.925312
sub_ad0cb21885b98fcfb400eb9133b3,ACME Phone,5GB,Plus Plan,2884.581694577778,86537.45083733334,259612.352512
sub_2caddbaab42402571d3aada61b74,People Mobile,No Allowance,No Allowances Plan,3106.247955692308,80762.446848,80762.446848
sub_b8a65b817ca14b00f62f15625485,People Mobile,Unlimited,Ultra Unlimited,635.1612928,19054.838784,19054.838784
sub_ab73dc1ec9b35717451e6eae22d6,People Mobile,Unlimited,Ultra Unlimited,1550.3188309333334,46509.564928,46509.564928
sub_26d9b9656211b93c603af7b64f24,People Mobile,Unlimited,Ultra Unlimited,869.5088128000001,26085.264384000002,26085.264384000002
sub_9ddc8d0d7b14fbf22090251a860f,People Mobile,Unlimited,Ultra Unlimited,1212.9006933333333,36387.0208,36387.0208
sub_37189888769981d08a5d60e44b36,SmartDevices Inc.,Unlimited,Unlimited Plan,733.4613998666662,22003.841995999985,22003.841995999985
sub_412907a13448eaf13736b23fc4e8,People Mobile,Unlimited,Ultra Unlimited,4352.817698133334,130584.53094400001,130584.53094400001
sub_aac1abc8109d01c5267f8188f6ee,People Mobile,Unlimited,Ultra Unlimited,709.7449472000001,21292.348416,21292.348416
sub_65d00cd3ac39b80f86d008c46be4,People Mobile,Unlimited,Ultra Unlimited,637.355008,19120.65024,19120.65024
sub_c1877079d5415c9bf0e11dd2e746,People Mobile,Unlimited,Ultra Unlimited,1197.6609792000002,35929.829376,35929.829376
sub_f48962b0427bc3b2430e70d37056,People Mobile,Unlimited,Ultra Unlimited,1227.6321962666666,36828.965888,36828.965888
sub_6ee93dc5dbe2490670c10d664111,People Mobile,Unlimited,Ultra Unlimited,4532.341930666667,135970.25792000003,135970.25792000003
sub_1f68e3f8dba218da1873ad5d2fc1,People Mobile,Unlimited,Ultra Unlimited,709.0149717333334,21270.449152,21270.449152
sub_33ef9ffeafc6820f6679ad01c5b9,SmartDevices Inc.,Unlimited,Unlimited Plan,618.9706856666668,18569.120570000003,18569.120570000003
sub_441c98cbf8ef4627d665a82b6acb,People Mobile,Unlimited,Ultra Unlimited,919.6635136,27589.905408,27589.905408
sub_cd96e1c5cf1e7a19227c227779ef,People Mobile,Unlimited,Ultra Unlimited,759.2475648,22777.426944,22777.426944
sub_72a7fc5e0c0a76b283be5c4e5d63,People Mobile,Unlimited,Ultra Unlimited,2050.6294613333334,61518.88384,61518.88384
sub_b51ba8d0e300a9efa087369f134e,ACME Phone,Unlimited,Unlimited Data Plan,783.2600576,23497.801728,23497.801728
sub_e649c1af55bc3e256f02f7b9c18a,People Mobile,Unlimited,Ultra Unlimited,1433.9341653333333,43018.02496,43018.02496
sub_5569c53bf37148649123161cfb30,ACME Phone,Unlimited,Unlimited Data Plan,2290.368453723577,70428.829952,281715.319808
sub_3a72e39e08bb39eb841145406e03,ACME Phone,Unlimited,Unlimited Data Plan,1662.7853672087929,50437.82280533339,756567.3420800008
sub_ffdcdb406039a1e15a4dd35af80f,People Mobile,Unlimited,Ultra Unlimited,2660.037700266667,79801.13100800001,79801.13100800001
sub_b021ed29449209670b749590838a,ACME Phone,Unlimited,Unlimited Data Plan,736.2427059649124,20982.917120000002,125897.50272000002
sub_d4e53a8c68adef10f431403ced3d,ACME Phone,Unlimited,Unlimited Data Plan,653.1169096047903,19831.004346181817,218141.04780799997
sub_88865fff195b5c6ced4063e564c8,People Mobile,Unlimited,Ultra Unlimited,734.0379135999999,22021.137408,22021.137408
sub_49ecce27bd8f5f97e8f41c898585,ACME Phone,Unlimited,Unlimited Data Plan,1620.6003408130084,49833.46048000001,199333.84192000004
sub_5b8dda7b3962098d559372d3666f,ACME Phone,Unlimited,Unlimited Data Plan,808.8206317604789,24558.735546181815,270146.09100799996
sub_248dd44e1bb32380a4608133e597,ACME Phone,Unlimited,Unlimited Data Plan,1337.7347450434784,41023.865514666664,123071.596544
sub_a5f5fe8b672fa8a06af923b42a56,ACME Phone,Unlimited,Unlimited Data Plan,1132.979280577049,34555.8680576,345558.68057599996
sub_9ae7bfea85ba3dd7355a503506df,SmartDevices Inc.,Unlimited,Unlimited Plan,665.6106228333334,19968.318685000002,19968.318685000002
sub_4fc59f551984de6e7193c10055f2,People Mobile,Unlimited,Ultra Unlimited,1260.3174570666667,37809.523712,37809.523712
sub_7527d51ab0c81f907d51aa3f5ee2,ACME Phone,Unlimited,Unlimited Data Plan,1080.8538397377047,32966.042111999996,197796.25267199997
sub_1488258bb638304eaa5893787169,People Mobile,Unlimited,Ultra Unlimited,1621.4572373333333,34050.601984,34050.601984
sub_b5fdf42b03070516cadf7036dfb8,People Mobile,Unlimited,Ultra Unlimited,1056.4325034666667,31692.975104000005,31692.975104000005
sub_bbc6fa4ee9af74edbb6251ab0016,People Mobile,Unlimited,Ultra Unlimited,1123.6864682666667,33710.594048,33710.594048
sub_2f87bdd1e3858cd733c077db8bf4,People Mobile,Unlimited,Ultra Unlimited,5254.427682133333,157632.830464,157632.830464
sub_1cc1ea35757f9c4f62c8eef35d4e,People Mobile,Unlimited,Ultra Unlimited,4319.730517333333,129591.91552,129591.91552
sub_b0039c555f9cd351f6d969087bf4,People Mobile,Unlimited,Ultra Unlimited,2327.0389077333334,69811.167232,69811.167232
sub_3ab53af09c88bd24d054917e25ac,People Mobile,Unlimited,Ultra Unlimited,1104.6709930666666,33140.129792,33140.129792
sub_6d89c79b180ef1a1a89facde016b,People Mobile,Unlimited,Ultra Unlimited,1829.3778432,54881.335296,54881.335296
sub_1bf355502813eec0937be0e6388f,People Mobile,Unlimited,Ultra Unlimited,4085.943057066667,122578.291712,122578.291712
sub_317c5a24c06bb3b04ce04fdb11f2,SmartDevices Inc.,Unlimited,Unlimited Plan,703.5087316333335,21105.261949000003,21105.261949000003
sub_6821a8441aa9c5c29a53ebd194ef,SmartDevices Inc.,Unlimited,Unlimited Plan,708.5689995,21257.069985000002,21257.069985000002
sub_61a09b556ab783a7dcf5fbbd48e3,ACME Phone,Unlimited,Unlimited Data Plan,1288.9077077333334,38667.231232,38667.231232
sub_ce50e365d3441dac8acdebce417b,People Mobile,Unlimited,Ultra Unlimited,816.5007018666668,24495.021056,24495.021056
sub_72a9e5e27540f6fefa625c85902d,People Mobile,Unlimited,Ultra Unlimited,776.6195541333334,23298.586624000003,23298.586624000003
sub_1d34dd84e5d4d48d38385740286b,ACME Phone,Unlimited,Unlimited Data Plan,1970.5324023606559,60101.238272,240404.953088
sub_5f9825de49fa9136bf1a17d6ae27,People Mobile,Unlimited,Ultra Unlimited,2673.0728106666666,80192.18432,80192.18432
sub_74d6fc5e9237bc9753ccb928c6d1,People Mobile,Unlimited,Ultra Unlimited,1290.4846677333333,38714.540032,38714.540032
sub_6491e96b70ff3b7342c61bf936b2,People Mobile,Unlimited,Ultra Unlimited,911.7754026666667,27353.26208,27353.26208
sub_5e2f9a0ab3f6580319be035828e8,People Mobile,Unlimited,Ultra Unlimited,1092.57216,32777.1648,32777.1648
sub_dda8a5dc56d679b91af91fc89926,People Mobile,Unlimited,Ultra Unlimited,877.1247103999999,26313.741312,26313.741312
sub_baffccc8901c40315b697d7cda20,People Mobile,Unlimited,Ultra Unlimited,2602.410564266667,78072.316928,78072.316928
sub_1120863328c5af1d1500fbe529f2,SmartDevices Inc.,Unlimited,Unlimited Plan,721.9868916999998,21659.606750999992,21659.606750999992
sub_3bc6dd0ecb0f0ec23989977ca527,People Mobile,Unlimited,Ultra Unlimited,2063.3343317333333,61900.029952000004,61900.029952000004
sub_53b6a3e9b6d74963817de1158142,People Mobile,Unlimited,Ultra Unlimited,1207.8362965333333,36235.088896,36235.088896
sub_b658e46b77983f0ec804086275c0,People Mobile,Unlimited,Ultra Unlimited,2066.7421354666667,62002.264063999995,62002.264063999995
sub_a36e57736eb8021731dbcedbeff9,People Mobile,5GB,5GB,1005.8074111999998,5029.037055999999,5029.037055999999
sub_58f79d5f604c3c6d560b30e4b4da,People Mobile,No Allowance,No Allowances Plan,1191.4536959999998,2382.9073919999996,2382.9073919999996
sub_96965ff2df39809563b4c3f66577,People Mobile,Unlimited,Ultra Unlimited,869.1404458666667,26074.213376,26074.213376
sub_47deb8ec57df88ade8e26d6fa50e,People Mobile,Unlimited,Ultra Unlimited,1783.7326335999996,53511.97900799999,53511.97900799999
sub_c4ed475c89da2067c44b2ecd137d,People Mobile,Unlimited,Ultra Unlimited,3629.567863466667,108887.035904,108887.035904
sub_9c7d3ed6bdfec45a62d31919d3b7,People Mobile,Unlimited,Ultra Unlimited,2782.0164437333337,83460.493312,83460.493312
sub_4854ae8a1feff82e47b9a97d6726,ACME Phone,Unlimited,Unlimited Data Plan,1097.8920707240507,33359.028302769235,433667.36793600005
sub_a6443f11fc866f3c2dfac0180a52,ACME Phone,Unlimited,Unlimited Data Plan,830.8170916226414,25161.88906057143,176133.223424
sub_800881b61af8e16e61d51cc2e428,ACME Phone,Unlimited,Unlimited Data Plan,1821.0422051382113,55997.047807999996,223988.19123199998
sub_e1b61440064430a33901ba6b94b5,ACME Phone,Unlimited,Unlimited Data Plan,614.3836689655171,17817.126399999997,106902.75839999998
sub_0ac88098e38b06bad52147648ad3,ACME Phone,Unlimited,Unlimited Data Plan,4975.782902690909,136834.029824,1094672.238592
sub_b68354e370a8a97fb0ea004d31bf,People Mobile,Unlimited,Ultra Unlimited,1701.3999616,51041.998848,51041.998848
sub_f6bbcf1acc7a04a6a4601a6303c7,People Mobile,No Allowance,No Allowances Plan,714.8824746666668,8578.589696000001,8578.589696000001
sub_917efdc18f9c3f67a4cca249f964,People Mobile,Unlimited,Ultra Unlimited,734.8985855999999,22046.957567999998,22046.957567999998
sub_d00b7406a9e681299dced60b4b76,People Mobile,Unlimited,Ultra Unlimited,693.8127701333334,20814.383104,20814.383104
sub_f695a0c4643f3618e4286fe19d88,People Mobile,Unlimited,Ultra Unlimited,638.9270528,19167.811584,19167.811584
sub_3de2c403084d9e573ffa45f9d8c6,ACME Phone,Unlimited,Unlimited Data Plan,645.5184100765957,18962.103296,151696.826368
sub_ceb6351a5129ec60eabde7d75308,People Mobile,Unlimited,Ultra Unlimited,1534.2216533333335,46026.649600000004,46026.649600000004
sub_c93fe3159e8ed6e67e71208b74e9,People Mobile,Unlimited,Ultra Unlimited,3088.4768085333335,92654.304256,92654.304256
sub_12f1f6477691add4ce1df39bdd2c,ACME Phone,Unlimited,Unlimited Data Plan,716.0656718122067,21788.855442285716,305043.97619200003
sub_238e295b3802ae37aacc08322666,People Mobile,Unlimited,Ultra Unlimited,1287.4559488000002,38623.678464000004,38623.678464000004
sub_2db027157abb49504e956e21e3b1,People Mobile,Unlimited,Ultra Unlimited,4456.2050389333335,133686.151168,133686.151168
sub_959a9d061054be348faed88c0519,ACME Phone,Unlimited,Unlimited Data Plan,714.1180179692308,15472.557056,46417.671168
sub_6c3dc7de1f6c0a3adc56753b53ce,ACME Phone,Unlimited,Unlimited Data Plan,1098.5864111460673,32591.396864,97774.190592
sub_7fc8bc4f4345632168306e923f03,People Mobile,Unlimited,Ultra Unlimited,1490.4670549333334,44714.011648,44714.011648
sub_aeeedcd77f43ba82997b02b4fd24,People Mobile,Unlimited,Ultra Unlimited,1748.7773696,52463.321088,52463.321088
sub_c62d11a2dc880c6bce0d8f507e35,People Mobile,Unlimited,Ultra Unlimited,659.8189056,19794.567168,19794.567168
sub_346734bddb1e1acb9fac4e9a6b2a,People Mobile,Unlimited,Ultra Unlimited,788.330496,23649.91488,23649.91488
sub_1cd892c044f8c2ec3b4d361c065d,People Mobile,Unlimited,Ultra Unlimited,1346.4350151111112,24235.830272,24235.830272
sub_1f88e2e5641578232ddc47b5889d,People Mobile,Unlimited,Ultra Unlimited,1368.0954367999998,41042.863104,41042.863104
sub_c064e5ae452fbaae60cd53d003b7,People Mobile,Unlimited,Ultra Unlimited,720.1585834666668,21604.757504,21604.757504
sub_bf9870cff6493ad56cc4c1043195,People Mobile,Unlimited,Ultra Unlimited,941.7056938666666,28251.170815999998,28251.170815999998
sub_bfa4dcd81b4b081d08e4b8429198,People Mobile,Unlimited,Ultra Unlimited,4943.548586666667,148306.4576,148306.4576
sub_1632d87de84fc05a8ca8c7f60678,People Mobile,Unlimited,Ultra Unlimited,3098.754321066667,92962.62963200001,92962.62963200001
sub_fee22a182a8860f5d3bfdbba29d9,SmartDevices Inc.,Unlimited,Unlimited Plan,605.3244308666667,18159.732926,36319.465852
sub_6a5083540d31df28d01771272203,People Mobile,5GB,5GB,698.3596617142857,4888.517632,4888.517632
sub_51975a8d85bafaa154d446273967,ACME Phone,Unlimited,Unlimited Data Plan,933.2444118373985,28697.265664000002,114789.06265600001
sub_8bcfb6eead4fdb7c8b35e273a19a,People Mobile,Unlimited,Ultra Unlimited,704.9540608,21148.621823999998,21148.621823999998
sub_61d172d5e5b243b36fc0c82da6c9,SmartDevices Inc.,Unlimited,Unlimited Plan,718.3387630999999,21550.162892999997,21550.162892999997
sub_4f8143e74035b6c8fbcfa507026a,People Mobile,Unlimited,Ultra Unlimited,834.0127061333334,25020.381184,25020.381184
sub_54117e23b1fb21456f7c48bfcc97,People Mobile,Unlimited,Ultra Unlimited,3888.5413546666664,11665.624064,11665.624064
sub_c0dfc067c4abf065168c8f1ea0f8,ACME Phone,Unlimited,Unlimited Data Plan,709.3081641967213,21633.899008,43267.798016
sub_62d469b583c635568d950d05510b,People Mobile,Unlimited,Ultra Unlimited,3191.074440533333,95732.233216,95732.233216
sub_cb1617ae048a75d4e237f7f010eb,People Mobile,Unlimited,Ultra Unlimited,716.1086976,21483.260928,21483.260928
sub_f780fed08a2a47f4af6c6bfebb65,ACME Phone,Unlimited,Unlimited Data Plan,737.2486253114752,22486.083071999994,44972.16614399999
sub_23f2de2a0a6ed11fe30407f2204a,ACME Phone,1GB,Easy Plan,757.6968423225807,23488.602112,23488.602112
sub_2a52897c29e28e6077697733bc10,People Mobile,Unlimited,Ultra Unlimited,1567.0007808,47010.023424,47010.023424
sub_80fbe2d98d7d9e275c44b324b9c1,ACME Phone,Unlimited,Unlimited Data Plan,630.4721578666666,18914.164736,18914.164736
sub_65fa6c44040497b0963c9d278c1b,SmartDevices Inc.,Unlimited,Unlimited Plan,691.4559821000001,20743.679463000004,20743.679463000004
sub_b23b43a3a1ae0e1875c524519724,SmartDevices Inc.,Unlimited,Unlimited Plan,1476.7750235333333,22151.625353,22151.625353
sub_05006f30881c3a3eeb3548d106f3,People Mobile,Unlimited,Ultra Unlimited,1183.0066176,35490.198528,35490.198528
sub_2efa92d4c67468a8061ac76e9ca1,People Mobile,Unlimited,Ultra Unlimited,2573.7863509333333,77213.590528,77213.590528
sub_fe0b38a7767805bbd60423cfec04,People Mobile,Unlimited,Ultra Unlimited,970.5553237333334,29116.659712,29116.659712
sub_cce1642e3674c4febd7a66f83ef9,SmartDevices Inc.,Unlimited,Unlimited Plan,771.6783878666666,23150.351636,23150.351636
sub_1171c22ec8ebf155b417f849a299,ACME Phone,Unlimited,Unlimited Data Plan,825.6889173333333,24770.66752,24770.66752
sub_3d85402f88ebca4e67b707a36ea6,People Mobile,Unlimited,Ultra Unlimited,1035.0637738666667,31051.913216,31051.913216
sub_d7c981643abb31f66e4e50bb4325,People Mobile,Unlimited,Ultra Unlimited,3409.9416064,102298.248192,102298.248192
sub_acda8fe62f0eb265caa9212ce1c0,ACME Phone,Unlimited,Unlimited Data Plan,804.2812118709677,24932.717568,24932.717568
sub_db5baf22ad6016be99fb616a2ca9,People Mobile,Unlimited,Ultra Unlimited,1361.9868330666663,40859.60499199999,40859.60499199999
sub_3719d0a809fddbaf146031b89e2f,People Mobile,Unlimited,Ultra Unlimited,1160.8046250666666,34824.138752,34824.138752
